0,1,2,3,GPR-y
0.005462963,0.0025,0.0025,0.000277778,56.13984325893762
0.001018519,0.001018519,0.003981481,0.000277778,80.32179094856292
0.001018519,0.0025,0.001018519,0.000277778,22.359139691867313
0.003981481,0.0025,0.001018519,0.000277778,38.61938383025699
0.003240741,0.004722222,0.003240741,0.000277778,21.07468999881644
0.001759259,0.001759259,0.001759259,0.000277778,46.77680345220142
0.004722222,0.001018519,0.0025,0.000277778,104.5013570302981
0.001018519,0.0025,0.003240741,0.000277778,31.718379968977388
0.006944444,0.001759259,0.006203704,0.000277778,114.45710944387247
0.001759259,0.001018519,0.004722222,0.000277778,92.16849172710045
0.005462963,0.001759259,0.0025,0.000277778,80.1905197103215
0.001018519,0.006944444,0.005462963,0.000277778,40.86074983342132
0.001018519,0.005462963,0.001759259,0.000277778,37.38176540596214
0.001018519,0.001018519,0.004722222,0.000277778,85.35533571306041
0.003240741,0.003981481,0.006203704,0.000277778,29.817157051108097
0.0025,0.000277778,0.001018519,0.000277778,108.08612138494755
0.006203704,0.003981481,0.000277778,0.000277778,20.8021703782033
0.001018519,0.006203704,0.005462963,0.000277778,35.1292375746234
0.005462963,0.003981481,0.003240741,0.000277778,27.98285824337745
0.001018519,0.004722222,0.003240741,0.000277778,26.960205739428602
0.001759259,0.0025,0.003981481,0.000277778,39.594654362615984
0.0025,0.003981481,0.003240741,0.000277778,20.481265655515017
0.003240741,0.000277778,0.006203704,0.000277778,156.81773460973432
0.005462963,0.004722222,0.003240741,0.000277778,20.887662200019122
0.0025,0.004722222,0.000277778,0.000277778,27.784186672026408
0.001759259,0.0025,0.0025,0.000277778,32.40578975250355
0.001759259,0.006203704,0.003240741,0.000277778,37.30049472400515
0.001759259,0.0025,0.004722222,0.000277778,43.29353987079958
0.003981481,0.005462963,0.0025,0.000277778,24.76739849923615
0.006203704,0.001018519,0.003240741,0.000277778,123.43443494567964
0.003981481,0.0025,0.0025,0.000277778,46.2104293267912
0.000277778,0.000277778,0.001018519,0.000277778,84.01922457238652
0.003981481,0.001018519,0.000277778,0.000277778,82.43331070816566
0.003240741,0.004722222,0.0025,0.000277778,21.490728930370096
0.000277778,0.004722222,0.000277778,0.000277778,37.602512687881244
0.000277778,0.006944444,0.005462963,0.000277778,43.46476890790109
0.005462963,0.006203704,0.006944444,0.000277778,23.006774510795367
0.000277778,0.003981481,0.006944444,0.000277778,24.300432125972293
0.0025,0.001759259,0.001018519,0.000277778,48.065361828435925
0.001759259,0.006944444,0.003981481,0.000277778,41.48695282689823
0.003981481,0.001759259,0.005462963,0.000277778,86.13445446922924
0.001018519,0.001018519,0.005462963,0.000277778,90.39504216106025
0.000277778,0.0025,0.001759259,0.000277778,22.203134696614143
0.0025,0.003981481,0.006203704,0.000277778,27.30203767468538
0.0025,0.0025,0.005462963,0.000277778,51.818789432914855
0.0025,0.003981481,0.000277778,0.000277778,20.70369683869467
0.006203704,0.003240741,0.006203704,0.000277778,59.41356367060507
0.001018519,0.0025,0.000277778,0.000277778,19.873294978973718
0.001759259,0.000277778,0.000277778,0.000277778,94.24476377018891
0.000277778,0.006203704,0.006944444,0.000277778,34.73724324939394
0.001759259,0.005462963,0.006203704,0.000277778,26.043868745331565
0.004722222,0.001018519,0.003981481,0.000277778,114.63391924113603
0.001759259,0.001018519,0.003240741,0.000277778,82.08140478107453
0.0025,0.001018519,0.001018519,0.000277778,73.78612547233661
0.001018519,0.001018519,0.001759259,0.000277778,65.27241866840814
0.0025,0.003240741,0.003981481,0.000277778,29.28321576133385
0.001018519,0.003981481,0.004722222,0.000277778,21.768228471657494
0.003240741,0.006944444,0.001018519,0.000277778,42.96540384276568
0.006944444,0.006944444,0.003981481,0.000277778,25.197094660553944
0.003240741,0.003240741,0.000277778,0.000277778,19.35742098958508
0.000277778,0.0025,0.001018519,0.000277778,19.96077797604994
0.0025,0.003981481,0.003981481,0.000277778,21.669061448195862
0.001759259,0.000277778,0.006203704,0.000277778,140.65505874330256
0.006944444,0.005462963,0.001759259,0.000277778,19.076532197641427
0.003240741,0.006944444,0.003981481,0.000277778,36.32867394864206
0.005462963,0.006203704,0.006203704,0.000277778,22.879909730532745
0.000277778,0.003240741,0.005462963,0.000277778,26.03533255160437
0.001759259,0.003240741,0.006203704,0.000277778,34.829001973535014
0.001759259,0.001018519,0.001759259,0.000277778,72.01968049259449
0.003981481,0.000277778,0.003981481,0.000277778,147.4776803782588
0.001759259,0.004722222,0.001018519,0.000277778,29.001113983107643
0.001018519,0.004722222,0.003981481,0.000277778,25.682177990665878
0.003981481,0.006203704,0.003981481,0.000277778,28.13869103318393
0.001759259,0.006203704,0.001018519,0.000277778,42.7830569389007
0.003240741,0.003981481,0.001018519,0.000277778,18.663790651353338
0.005462963,0.001759259,0.006944444,0.000277778,106.94393203312211
0.006203704,0.000277778,0.001018519,0.000277778,148.5816530341026
0.001018519,0.000277778,0.005462963,0.000277778,126.78919815465645
0.003981481,0.001018519,0.006203704,0.000277778,122.9249970529745
0.003240741,0.006944444,0.0025,0.000277778,39.51903151814531
0.006944444,0.006203704,0.006203704,0.000277778,22.158691991948217
0.005462963,0.0025,0.001018519,0.000277778,48.35843737274172
0.000277778,0.005462963,0.006203704,0.000277778,30.281956450360667
0.0025,0.006203704,0.006203704,0.000277778,29.066638582302403
0.006944444,0.003981481,0.0025,0.000277778,31.566008938565574
0.006203704,0.000277778,0.006203704,0.000277778,189.2635043273367
0.004722222,0.003981481,0.006203704,0.000277778,35.89270370091981
0.001018519,0.005462963,0.006944444,0.000277778,27.088498693668953
0.003981481,0.0025,0.000277778,0.000277778,34.88949815577507
0.003981481,0.006944444,0.004722222,0.000277778,32.47409079492536
0.003240741,0.006203704,0.004722222,0.000277778,29.182592389155616
0.006203704,0.006944444,0.001759259,0.000277778,30.89535791270191
0.001018519,0.006203704,0.003240741,0.000277778,40.11209135891454
0.001018519,0.004722222,0.006944444,0.000277778,23.746698194296187
0.005462963,0.001759259,0.000277778,0.000277778,66.8637654635977
0.003240741,0.001018519,0.006203704,0.000277778,116.02044029501849
0.000277778,0.0025,0.003240741,0.000277778,27.88654499769109
0.003240741,0.005462963,0.000277778,0.000277778,32.07314594544914
0.000277778,0.0025,0.0025,0.000277778,24.887511803352936
0.005462963,0.003981481,0.001759259,0.000277778,22.984595669724513
0.006203704,0.003981481,0.003240741,0.000277778,31.099517681437646
0.000277778,0.005462963,0.001018519,0.000277778,42.571341997607306
0.001018519,0.000277778,0.000277778,0.000277778,86.22882734509858
0.001759259,0.005462963,0.005462963,0.000277778,26.93393920473318
0.001018519,0.003240741,0.006203704,0.000277778,31.448268009909953
0.006203704,0.004722222,0.001759259,0.000277778,19.21153877801953
0.001759259,0.006944444,0.005462963,0.000277778,38.3173820294669
0.0025,0.006203704,0.005462963,0.000277778,30.230883687807363
0.004722222,0.006203704,0.000277778,0.000277778,33.081750425209066
0.006944444,0.006203704,0.000277778,0.000277778,25.26858894472082
0.003981481,0.000277778,0.000277778,0.000277778,118.44217780301005
0.005462963,0.005462963,0.006203704,0.000277778,22.92597739360508
0.001018519,0.006944444,0.003240741,0.000277778,45.87831054443018
0.001759259,0.006203704,0.005462963,0.000277778,32.608295232339515
0.004722222,0.001759259,0.003981481,0.000277778,83.1559813901008
0.000277778,0.003240741,0.004722222,0.000277778,23.876268879779673
0.004722222,0.000277778,0.001018519,0.000277778,132.34692457271558
0.006944444,0.000277778,0.006944444,0.000277778,203.20808912559187
0.005462963,0.006944444,0.001759259,0.000277778,33.365161364854885
0.006203704,0.001018519,0.000277778,0.000277778,103.16614786578384
0.0025,0.003981481,0.005462963,0.000277778,25.14970672880736
0.004722222,0.005462963,0.005462963,0.000277778,21.870334309408463
0.005462963,0.005462963,0.004722222,0.000277778,21.18706371976441
0.006203704,0.001759259,0.001018519,0.000277778,77.23956894159073
0.001018519,0.006944444,0.000277778,0.000277778,53.227139829335556
0.003981481,0.000277778,0.005462963,0.000277778,159.10237791039071
0.004722222,0.005462963,0.0025,0.000277778,22.704263422412623
0.006203704,0.005462963,0.001759259,0.000277778,20.106690602290655
0.003981481,0.003240741,0.001759259,0.000277778,27.17489452035261
0.0025,0.006203704,0.003981481,0.000277778,32.999885444329266
0.000277778,0.006203704,0.001018519,0.000277778,48.79390420067102
0.005462963,0.003981481,0.0025,0.000277778,25.400683977799417
0.006203704,0.005462963,0.0025,0.000277778,19.893075908429637
0.005462963,0.001018519,0.005462963,0.000277778,131.70676900106628
0.003981481,0.0025,0.006203704,0.000277778,65.59620372320205
0.001759259,0.003981481,0.006944444,0.000277778,27.30741932908859
0.003240741,0.003981481,0.001759259,0.000277778,19.0461558066836
0.005462963,0.004722222,0.004722222,0.000277778,24.22269294501166
0.003981481,0.006944444,0.001018519,0.000277778,40.241556029860476
0.003240741,0.0025,0.003981481,0.000277778,49.009106534409966
0.006944444,0.003240741,0.005462963,0.000277778,60.35038384683139
0.003981481,0.003240741,0.001018519,0.000277778,24.30565548177219
0.001759259,0.004722222,0.004722222,0.000277778,23.01027517589955
0.004722222,0.006944444,0.006944444,0.000277778,27.214374250102082
0.004722222,0.001759259,0.005462963,0.000277778,92.06182308757707
0.006944444,0.000277778,0.006203704,0.000277778,197.39282089429616
0.0025,0.005462963,0.001018519,0.000277778,33.20592504306842
0.004722222,0.001759259,0.001018519,0.000277778,65.39948430161712
0.005462963,0.003240741,0.000277778,0.000277778,28.206162431677512
0.000277778,0.001759259,0.003240741,0.000277778,44.33863161257432
0.0025,0.006944444,0.000277778,0.000277778,47.56242194067954
0.006944444,0.001018519,0.001759259,0.000277778,120.24759626173773
0.001759259,0.001018519,0.006944444,0.000277778,107.33103219317172
0.004722222,0.006944444,0.0025,0.000277778,34.350091824450374
0.006203704,0.005462963,0.000277778,0.000277778,21.56396937567024
0.006944444,0.001759259,0.005462963,0.000277778,109.98754953952448
0.001018519,0.006203704,0.004722222,0.000277778,36.69738469130607
0.004722222,0.005462963,0.000277778,0.000277778,26.383541174274797
0.000277778,0.0025,0.004722222,0.000277778,34.49331752823127
0.001018519,0.003240741,0.006944444,0.000277778,34.37524507187845
0.000277778,0.001759259,0.006944444,0.000277778,65.89548009192822
0.003981481,0.004722222,0.0025,0.000277778,20.15912739833766
0.003240741,0.003240741,0.005462963,0.000277778,39.143516470741815
0.004722222,0.001018519,0.003240741,0.000277778,109.56660338832808
0.003981481,0.006203704,0.004722222,0.000277778,27.0061953473014
0.003240741,0.003240741,0.001759259,0.000277778,24.025801250996665
0.006944444,0.000277778,0.003981481,0.000277778,179.95180310769956
0.004722222,0.004722222,0.0025,0.000277778,19.531248011910975
0.003981481,0.0025,0.001759259,0.000277778,42.39692652170925
0.005462963,0.001759259,0.005462963,0.000277778,98.01603342386079
0.006944444,0.0025,0.004722222,0.000277778,78.19622880888346
0.004722222,0.003240741,0.000277778,0.000277778,24.67761459473104
0.003981481,0.001018519,0.004722222,0.000277778,112.78741961906735
0.004722222,0.000277778,0.003981481,0.000277778,155.58371625030304
0.003240741,0.006203704,0.006203704,0.000277778,27.064236967109537
0.0025,0.006944444,0.005462963,0.000277778,35.847577774058664
0.003981481,0.005462963,0.001018519,0.000277778,27.50265413658053
0.003240741,0.001018519,0.000277778,0.000277778,75.57606582756307
0.006944444,0.004722222,0.0025,0.000277778,22.13478329247664
0.006203704,0.005462963,0.003981481,0.000277778,20.54950574434224
0.004722222,0.006203704,0.001759259,0.000277778,29.828220052659162
0.006203704,0.000277778,0.001759259,0.000277778,154.3897479310317
0.0025,0.003981481,0.0025,0.000277778,19.757495738753278
0.006203704,0.001018519,0.0025,0.000277778,118.36459228135391
0.001018519,0.0025,0.001759259,0.000277778,25.234442509992732
0.006203704,0.000277778,0.005462963,0.000277778,183.44878375713233
0.000277778,0.0025,0.006944444,0.000277778,45.24324215067281
0.0025,0.001018519,0.006203704,0.000277778,109.13528122035859
0.003240741,0.003981481,0.005462963,0.000277778,27.367660226345834
0.005462963,0.006944444,0.003240741,0.000277778,30.495733484616267
0.003981481,0.003981481,0.006944444,0.000277778,35.471418666758154
0.0025,0.001759259,0.001759259,0.000277778,52.409897084649856
0.005462963,0.004722222,0.006203704,0.000277778,28.400027147570654
0.001018519,0.003981481,0.001759259,0.000277778,23.08507902587189
0.005462963,0.004722222,0.006944444,0.000277778,30.69999446174279
0.004722222,0.001759259,0.003240741,0.000277778,78.7087901615705
0.0025,0.006944444,0.004722222,0.000277778,37.32186321799509
0.006944444,0.006944444,0.006203704,0.000277778,23.47174829958385
0.001759259,0.006203704,0.0025,0.000277778,39.05564960327274
0.006944444,0.006203704,0.003240741,0.000277778,21.58830529714737
0.003981481,0.006944444,0.006203704,0.000277778,30.04411641704428
0.0025,0.001759259,0.000277778,0.000277778,43.749495344412935
0.004722222,0.003981481,0.003240741,0.000277778,25.223021683991192
0.005462963,0.0025,0.000277778,0.000277778,44.49449931785239
0.0025,0.006203704,0.001018519,0.000277778,39.83985721292265
0.003240741,0.001759259,0.003240741,0.000277778,66.95696113474696
0.001018519,0.004722222,0.004722222,0.000277778,24.690892319717022
0.004722222,0.001759259,0.004722222,0.000277778,87.60718405358057
0.003240741,0.000277778,0.003981481,0.000277778,139.38239898018946
0.005462963,0.005462963,0.006944444,0.000277778,24.202752645000146
0.001759259,0.003240741,0.003240741,0.000277778,23.7543604621751
0.003981481,0.003981481,0.001759259,0.000277778,19.50985924536326
0.001018519,0.003981481,0.003981481,0.000277778,21.382426567864968
0.0025,0.001018519,0.004722222,0.000277778,99.01569890372048
0.005462963,0.0025,0.006203704,0.000277778,75.77685253961681
0.003240741,0.001759259,0.000277778,0.000277778,49.395445450058105
0.001018519,0.006944444,0.0025,0.000277778,47.6554043105059
0.003981481,0.001018519,0.003240741,0.000277778,102.65768595604823
0.006944444,0.0025,0.001759259,0.000277778,62.41050940354762
0.006203704,0.006944444,0.003981481,0.000277778,27.119311387158177
0.006944444,0.001018519,0.003240741,0.000277778,130.38803093270553
0.003240741,0.0025,0.001759259,0.000277778,37.67610409626104
0.005462963,0.000277778,0.006944444,0.000277778,186.95591636172503
0.006944444,0.003240741,0.006944444,0.000277778,67.37869443573072
0.004722222,0.006203704,0.006944444,0.000277778,23.7060022205078
0.004722222,0.005462963,0.001759259,0.000277778,23.688405770990357
0.001759259,0.006944444,0.006203704,0.000277778,36.845733485752135
0.003981481,0.003981481,0.005462963,0.000277778,30.046131110499118
0.004722222,0.006944444,0.003240741,0.000277778,32.86760270240666
0.005462963,0.006203704,0.005462963,0.000277778,23.021865466918825
0.006944444,0.000277778,0.003240741,0.000277778,174.13999393095128
0.006944444,0.001759259,0.004722222,0.000277778,105.51943645982465
0.003240741,0.0025,0.006203704,0.000277778,60.58924812128498
0.001759259,0.001018519,0.0025,0.000277778,77.04675284306722
0.006203704,0.0025,0.001018519,0.000277778,53.384540845799165
0.001759259,0.006944444,0.004722222,0.000277778,39.86738221118503
0.000277778,0.006944444,0.0025,0.000277778,50.43686966848463
0.004722222,0.003240741,0.003240741,0.000277778,37.22374282571809
0.000277778,0.001018519,0.003981481,0.000277778,73.56942323189287
0.003240741,0.004722222,0.004722222,0.000277778,21.4652852041379
0.001759259,0.003981481,0.0025,0.000277778,20.49145645453609
0.005462963,0.000277778,0.004722222,0.000277778,169.51178491538485
0.003981481,0.003240741,0.004722222,0.000277778,39.82070343906889
0.006203704,0.001759259,0.000277778,0.000277778,72.79267931988488
0.006944444,0.0025,0.006944444,0.000277778,90.07712836000064
0.006203704,0.001018519,0.005462963,0.000277778,138.6522103871248
0.003240741,0.001759259,0.006944444,0.000277778,89.1246399402504
0.005462963,0.006203704,0.000277778,0.000277778,30.34909387417474
0.003240741,0.001759259,0.005462963,0.000277778,80.23988927234132
0.005462963,0.004722222,0.003981481,0.000277778,22.42418979001195
0.003981481,0.001759259,0.000277778,0.000277778,55.14826444843766
0.001018519,0.006203704,0.006944444,0.000277778,32.33892765642304
0.004722222,0.0025,0.0025,0.000277778,51.12989806744554
0.0025,0.006203704,0.003240741,0.000277778,34.56937496628143
0.003240741,0.000277778,0.001759259,0.000277778,121.96065930455734
0.005462963,0.003240741,0.001759259,0.000277778,34.63925344267773
0.004722222,0.006203704,0.001018519,0.000277778,31.39894473425602
0.005462963,0.006944444,0.000277778,0.000277778,36.589192469568275
0.003981481,0.005462963,0.006203704,0.000277778,22.595171217633833
0.005462963,0.005462963,0.005462963,0.000277778,21.908293184734248
0.005462963,0.000277778,0.003240741,0.000277778,157.88711677339597
0.003240741,0.001018519,0.001759259,0.000277778,85.66367376675771
0.006944444,0.005462963,0.005462963,0.000277778,23.652241239662544
0.000277778,0.003240741,0.001759259,0.000277778,19.884650186610997
0.006944444,0.001018519,0.006944444,0.000277778,155.7601075828643
0.006944444,0.003240741,0.003981481,0.000277778,53.357271753659006
0.006944444,0.000277778,0.0025,0.000277778,168.32927689645567
0.004722222,0.000277778,0.005462963,0.000277778,167.20979886798705
0.003240741,0.003981481,0.003981481,0.000277778,23.057933027503168
0.000277778,0.001759259,0.001759259,0.000277778,36.01669146602126
0.006944444,0.003240741,0.004722222,0.000277778,56.848616720672
0.000277778,0.004722222,0.001018519,0.000277778,35.4257998559533
0.005462963,0.001018519,0.003240741,0.000277778,116.49317759094811
0.005462963,0.005462963,0.000277778,0.000277778,23.829800746007095
0.001759259,0.001759259,0.001018519,0.000277778,42.49392552255995
0.003981481,0.003981481,0.0025,0.000277778,21.051761621621154
0.004722222,0.006203704,0.0025,0.000277778,28.388187294872296
0.006944444,0.001759259,0.0025,0.000277778,92.1258419433625
0.004722222,0.003240741,0.001018519,0.000277778,27.652924465030992
0.003240741,0.004722222,0.006944444,0.000277778,24.81464579740532
0.003981481,0.003240741,0.005462963,0.000277778,43.14608675985073
0.000277778,0.0025,0.006203704,0.000277778,41.5856693760652
0.006203704,0.001759259,0.006203704,0.000277778,108.45931075535191
0.003981481,0.006203704,0.006944444,0.000277778,24.819452305069717
0.006203704,0.0025,0.005462963,0.000277778,76.97715325736499
0.001018519,0.004722222,0.000277778,0.000277778,34.19667674721859
0.001018519,0.001018519,0.001018519,0.000277778,60.280152211305904
0.005462963,0.003981481,0.004722222,0.000277778,33.48968528111436
0.001018519,0.003240741,0.004722222,0.000277778,26.087884688141457
0.003981481,0.003240741,0.0025,0.000277778,30.19639736980571
0.005462963,0.001759259,0.003981481,0.000277778,89.0972196082621
0.000277778,0.006203704,0.003981481,0.000277778,41.17111715231658
0.003981481,0.0025,0.003240741,0.000277778,50.05168201430206
0.003981481,0.001759259,0.0025,0.000277778,68.38119179810019
0.005462963,0.006944444,0.004722222,0.000277778,28.089790104158965
0.005462963,0.006944444,0.001018519,0.000277778,34.938734335254594
0.006203704,0.006203704,0.005462963,0.000277778,22.0782896951805
0.000277778,0.005462963,0.0025,0.000277778,38.519928542772504
0.005462963,0.001759259,0.001018519,0.000277778,71.30047144756827
0.0025,0.001759259,0.004722222,0.000277778,69.9675269653053
0.001018519,0.001018519,0.006203704,0.000277778,95.43994132958733
0.001759259,0.003981481,0.001018519,0.000277778,21.882441461622875
0.006944444,0.004722222,0.005462963,0.000277778,31.133187575042484
0.001759259,0.001759259,0.006203704,0.000277778,72.98976028929155
0.006203704,0.005462963,0.006944444,0.000277778,25.493619749770914
0.000277778,0.001018519,0.005462963,0.000277778,83.6095545763792
0.006203704,0.003981481,0.0025,0.000277778,28.322319751161558
0.000277778,0.001018519,0.001759259,0.000277778,58.59796949692827
0.003981481,0.006944444,0.001759259,0.000277778,38.53925527144747
0.001018519,0.001759259,0.003240741,0.000277778,49.819166051151115
0.003240741,0.000277778,0.0025,0.000277778,127.76605118102088
0.001759259,0.006944444,0.001759259,0.000277778,46.68919208793204
0.004722222,0.000277778,0.001759259,0.000277778,138.1537976063155
0.0025,0.006944444,0.0025,0.000277778,42.189756913667225
0.005462963,0.006203704,0.003981481,0.000277778,24.084242887140135
0.005462963,0.006944444,0.006944444,0.000277778,25.630086619268695
0.003981481,0.006203704,0.003240741,0.000277778,29.437642509006764
0.006944444,0.004722222,0.004722222,0.000277778,28.69541593431768
0.006944444,0.000277778,0.000277778,0.000277778,150.90494041224065
0.001018519,0.000277778,0.006944444,0.000277778,138.4030190888932
0.000277778,0.003240741,0.006944444,0.000277778,31.149242062163466
0.001759259,0.000277778,0.001759259,0.000277778,105.82998699838208
0.005462963,0.003981481,0.006944444,0.000277778,42.265895590731816
0.003981481,0.001759259,0.001018519,0.000277778,59.54795111423846
0.003981481,0.004722222,0.000277778,0.000277778,22.286100755636653
0.004722222,0.004722222,0.000277778,0.000277778,20.120519379826874
0.006203704,0.004722222,0.006944444,0.000277778,33.35382850196493
0.006203704,0.006203704,0.006944444,0.000277778,22.759979306020796
0.000277778,0.006944444,0.006203704,0.000277778,41.85624154616835
0.006203704,0.001018519,0.001759259,0.000277778,113.29643056050554
0.004722222,0.001018519,0.006203704,0.000277778,129.84586038437192
0.000277778,0.006203704,0.0025,0.000277778,44.86956717794055
0.006203704,0.0025,0.006203704,0.000277778,80.9295764167473
